"idobservation","nomedevice","tempo1","tempo2","tempo3","timestamp_column","valorteste"
3797315,"Images",0.279404,0.000922,0.040835,"2024-09-26 01:17:05",NULL
3788635,"Images",0.298148,0.000878,0.043129,"2024-09-25 22:36:43",NULL
3795260,"Images",0.358503,0.000885,0.039459,"2024-09-26 00:39:03",NULL
3797338,"Images",0.297305,0.000942,0.040390,"2024-09-26 01:17:32",NULL
3776104,"Images",0.339224,0.000166,0.026170,"2024-09-25 18:44:57",NULL
3784366,"Images",0.318856,0.000892,0.042166,"2024-09-25 21:17:41",NULL
3783311,"Images",0.282218,0.000951,0.039549,"2024-09-25 20:58:09",NULL
3777696,"Images",0.241673,0.000164,0.024313,"2024-09-25 19:14:27",NULL
3778446,"Images",0.278450,0.000899,0.038741,"2024-09-25 19:28:13",NULL
3796304,"Images",0.298600,0.000929,0.042370,"2024-09-26 00:58:21",NULL
3784460,"Images",0.417653,0.000883,0.041950,"2024-09-25 21:19:26",NULL
3806782,"Images",0.345651,0.000895,0.039983,"2024-09-26 04:13:22",NULL
3801860,"Images",0.247230,0.000925,0.038088,"2024-09-26 02:41:22",NULL
3804115,"Images",0.261706,0.000167,0.024286,"2024-09-26 03:23:30",NULL
3775893,"Images",0.257598,0.000164,0.026444,"2024-09-25 18:41:05",NULL
3785877,"Images",0.259900,0.000880,0.039474,"2024-09-25 21:45:41",NULL
3797958,"Images",0.241280,0.000165,0.023148,"2024-09-26 01:28:59",NULL
3806568,"Images",0.265840,0.000911,0.032765,"2024-09-26 04:09:21",NULL
3774844,"Images",0.298361,0.000903,0.048947,"2024-09-25 18:21:40",NULL
3796956,"Images",0.240056,0.000167,0.029068,"2024-09-26 01:10:26",NULL
3796472,"Images",0.241461,0.000247,0.021531,"2024-09-26 01:01:27",NULL
3797453,"Images",0.278796,0.000878,0.041823,"2024-09-26 01:19:40",NULL
3775376,"Images",0.339296,0.000166,0.028687,"2024-09-25 18:31:31",NULL
3797758,"Images",0.263754,0.001075,0.052304,"2024-09-26 01:25:18",NULL
3787955,"Images",0.319327,0.000899,0.039771,"2024-09-25 22:24:08",NULL
3783259,"Images",0.316517,0.000901,0.041031,"2024-09-25 20:57:13",NULL
3802865,"Images",0.227602,0.000884,0.035197,"2024-09-26 03:00:08",NULL
3775975,"Images",0.358538,0.000937,0.044032,"2024-09-25 18:42:35",NULL
3795467,"Images",0.279460,0.000163,0.023063,"2024-09-26 00:42:53",NULL
3803612,"Images",0.298577,0.000164,0.025735,"2024-09-26 03:14:04",NULL
3784073,"Images",0.299183,0.000890,0.045356,"2024-09-25 21:12:16",NULL
3784172,"Images",0.297826,0.000563,0.028373,"2024-09-25 21:14:04",NULL
3802620,"Images",0.242225,0.000167,0.025970,"2024-09-26 02:55:34",NULL
3791711,"Images",0.259714,0.000882,0.039107,"2024-09-25 23:33:32",NULL
3799157,"Images",0.259174,0.000758,0.040478,"2024-09-26 01:51:12",NULL
3794723,"Images",0.260682,0.016970,0.039826,"2024-09-26 00:29:10",NULL
3806129,"Images",0.297028,0.000901,0.041950,"2024-09-26 04:01:07",NULL
3787203,"Images",0.247448,0.000877,0.030002,"2024-09-25 22:10:18",NULL
3794553,"Images",0.298593,0.000890,0.061981,"2024-09-26 00:26:02",NULL
3802070,"Images",0.278520,0.000885,0.040528,"2024-09-26 02:45:17",NULL
3800374,"Images",0.279316,0.000883,0.037618,"2024-09-26 02:13:39",NULL
3791502,"Images",0.297046,0.000878,0.075176,"2024-09-25 23:29:42",NULL
3790724,"Images",0.265401,0.000918,0.038793,"2024-09-25 23:15:17",NULL
3778276,"Images",0.258801,0.000880,0.081255,"2024-09-25 19:25:04",NULL
3781498,"Images",0.278918,0.000892,0.043945,"2024-09-25 20:24:36",NULL
3793076,"Images",0.298816,0.000892,0.039928,"2024-09-25 23:58:39",NULL
3789358,"Images",0.279774,0.000894,0.069887,"2024-09-25 22:50:02",NULL
3802341,"Images",0.298842,0.000891,0.045582,"2024-09-26 02:50:22",NULL
3775966,"Images",0.327534,0.008979,0.026351,"2024-09-25 18:42:27",NULL
3775873,"Images",0.279089,0.001026,0.043153,"2024-09-25 18:40:43",NULL
3798290,"Images",0.348611,0.000885,0.028749,"2024-09-26 01:35:08",NULL
3799300,"Images",0.258305,0.000771,0.040994,"2024-09-26 01:53:51",NULL
3802925,"Images",0.260297,0.000251,0.024929,"2024-09-26 03:01:15",NULL
3796393,"Images",0.258983,0.000879,0.085097,"2024-09-26 01:00:00",NULL
3778885,"Images",0.278868,0.000897,0.039765,"2024-09-25 19:36:19",NULL
3799632,"Images",0.294979,0.000896,0.025727,"2024-09-26 01:59:55",NULL
3805494,"Images",0.278109,0.000560,0.022726,"2024-09-26 03:49:17",NULL
3788502,"Images",0.298429,0.000974,0.048747,"2024-09-25 22:34:15",NULL
3785465,"Images",0.299633,0.000887,0.039164,"2024-09-25 21:38:00",NULL
3777001,"Images",0.297770,0.000891,0.043817,"2024-09-25 19:01:35",NULL
3779717,"Images",0.297827,0.000877,0.043040,"2024-09-25 19:51:40",NULL
3788002,"Images",0.355106,0.000890,0.070747,"2024-09-25 22:25:02",NULL
3793895,"Images",0.279072,0.000899,0.040596,"2024-09-26 00:13:52",NULL
3784333,"Images",0.289784,0.008955,0.022711,"2024-09-25 21:17:04",NULL
3795636,"Images",0.261581,0.000882,0.048379,"2024-09-26 00:46:01",NULL
3802944,"Images",0.277965,0.000164,0.023830,"2024-09-26 03:01:36",NULL
3776046,"Images",0.341894,0.000164,0.023643,"2024-09-25 18:43:53",NULL
3794816,"Images",0.297027,0.000889,0.042463,"2024-09-26 00:30:51",NULL
3790710,"Images",0.286777,0.000877,0.074146,"2024-09-25 23:15:03",NULL
3789471,"Images",0.259587,0.000952,0.041953,"2024-09-25 22:52:07",NULL
3781594,"Images",0.262769,0.000900,0.033152,"2024-09-25 20:26:23",NULL
3802094,"Images",0.240546,0.000890,0.057581,"2024-09-26 02:45:45",NULL
3786848,"Images",0.258734,0.000889,0.041508,"2024-09-25 22:03:43",NULL
3804292,"Images",0.283768,0.012992,0.020227,"2024-09-26 03:26:48",NULL
3796974,"Images",0.285165,0.001068,0.034484,"2024-09-26 01:10:46",NULL
3789243,"Images",0.277496,0.000893,0.041181,"2024-09-25 22:47:54",NULL
3780895,"Images",0.258181,0.000168,0.021822,"2024-09-25 20:13:28",NULL
3775641,"Images",0.317985,0.000942,0.040309,"2024-09-25 18:36:26",NULL
3776968,"Images",0.261914,0.000892,0.035000,"2024-09-25 19:00:58",NULL
3805643,"Images",0.284399,0.000551,0.030452,"2024-09-26 03:52:04",NULL
3794970,"Images",0.286550,0.000879,0.030636,"2024-09-26 00:33:41",NULL
3784034,"Images",0.318188,0.000909,0.043501,"2024-09-25 21:11:30",NULL
3800724,"Images",0.278859,0.000878,0.039332,"2024-09-26 02:20:10",NULL
3788160,"Images",0.265894,0.012988,0.028361,"2024-09-25 22:27:58",NULL
3785785,"Images",0.321101,0.000954,0.040029,"2024-09-25 21:43:59",NULL
3796587,"Images",0.262153,0.000211,0.026611,"2024-09-26 01:03:34",NULL
3777255,"Images",0.278829,0.000165,0.025529,"2024-09-25 19:06:17",NULL
3791869,"Images",0.280235,0.000878,0.042362,"2024-09-25 23:36:27",NULL
3786939,"Images",0.278392,0.000940,0.039833,"2024-09-25 22:05:24",NULL
3794181,"Images",0.296998,0.000913,0.047900,"2024-09-26 00:19:09",NULL
3796257,"Images",0.266711,0.000878,0.031738,"2024-09-26 00:57:29",NULL
3789846,"Images",0.299001,0.000905,0.042920,"2024-09-25 22:59:03",NULL
3796642,"Images",0.285965,0.013006,0.029418,"2024-09-26 01:04:35",NULL
3801128,"Images",0.299165,0.000894,0.046492,"2024-09-26 02:27:43",NULL
3779732,"Images",0.324340,0.000604,0.034852,"2024-09-25 19:51:57",NULL
3786709,"Images",0.277941,0.001061,0.040755,"2024-09-25 22:01:07",NULL
3775330,"Images",0.379526,0.016995,0.027571,"2024-09-25 18:30:42",NULL
3798855,"Images",0.296588,0.000878,0.041030,"2024-09-26 01:45:36",NULL
3803696,"Images",0.297146,0.000887,0.039098,"2024-09-26 03:15:39",NULL
3778785,"Images",0.306459,0.000885,0.032657,"2024-09-25 19:34:29",NULL
3787233,"Images",0.298024,0.000891,0.038820,"2024-09-25 22:10:53",NULL
3802442,"Images",0.261513,0.000919,0.042064,"2024-09-26 02:52:15",NULL
3791743,"Images",0.240046,0.000167,0.043196,"2024-09-25 23:34:07",NULL
3783836,"Images",0.309715,0.000897,0.044234,"2024-09-25 21:07:50",NULL
3790899,"Images",0.420069,0.000167,0.022022,"2024-09-25 23:18:31",NULL
3792959,"Images",0.277649,0.000886,0.040489,"2024-09-25 23:56:32",NULL
3800078,"Images",0.279118,0.000766,0.047029,"2024-09-26 02:08:09",NULL
3788381,"Images",0.246361,0.000878,0.033333,"2024-09-25 22:32:03",NULL
3804648,"Images",0.298644,0.000883,0.039206,"2024-09-26 03:33:27",NULL
3800121,"Images",0.264026,0.000265,0.037394,"2024-09-26 02:08:57",NULL
3782554,"Images",0.336502,0.000901,0.040178,"2024-09-25 20:44:08",NULL
3787634,"Images",0.317506,0.000896,0.042465,"2024-09-25 22:18:13",NULL
3785854,"Images",0.380107,0.041706,0.079344,"2024-09-25 21:45:16",NULL
3775345,"Images",0.284607,0.000924,0.031652,"2024-09-25 18:30:57",NULL
3778376,"Images",0.240145,0.000883,0.037921,"2024-09-25 19:26:55",NULL
3788068,"Images",0.281287,0.002185,0.053518,"2024-09-25 22:26:15",NULL
3791030,"Images",0.317817,0.000925,0.040918,"2024-09-25 23:20:57",NULL
3776574,"Images",0.283492,0.000898,0.038201,"2024-09-25 18:53:42",NULL
3779532,"Images",0.259452,0.000883,0.039478,"2024-09-25 19:48:17",NULL
3803662,"Images",0.278031,0.000183,0.023995,"2024-09-26 03:15:01",NULL
3797790,"Images",0.378805,0.000166,0.024103,"2024-09-26 01:25:54",NULL
3802220,"Images",0.242560,0.016966,0.042378,"2024-09-26 02:48:07",NULL
3796730,"Images",0.317453,0.000892,0.038746,"2024-09-26 01:06:12",NULL
3795578,"Images",0.261676,0.000168,0.022512,"2024-09-26 00:44:56",NULL
3801097,"Images",0.337179,0.000890,0.039849,"2024-09-26 02:27:07",NULL
3792733,"Images",0.259439,0.000907,0.081795,"2024-09-25 23:52:24",NULL
3798676,"Images",0.336325,0.000967,0.039932,"2024-09-26 01:42:18",NULL
3794663,"Images",0.276739,0.000883,0.096008,"2024-09-26 00:28:02",NULL
3793331,"Images",0.296905,0.000888,0.041470,"2024-09-26 00:03:21",NULL
3796109,"Images",0.299848,0.016974,0.023995,"2024-09-26 00:54:45",NULL
3797518,"Images",0.277779,0.000878,0.041619,"2024-09-26 01:20:52",NULL
3791928,"Images",0.368932,0.000880,0.033607,"2024-09-25 23:37:31",NULL
3802903,"Images",0.259546,0.000958,0.040485,"2024-09-26 03:00:51",NULL
3789297,"Images",0.279524,0.000892,0.037247,"2024-09-25 22:48:54",NULL
3780415,"Images",0.419390,0.000877,0.041817,"2024-09-25 20:04:35",NULL
3780990,"Images",0.318342,0.000897,0.038890,"2024-09-25 20:15:14",NULL
3785425,"Images",0.259718,0.000885,0.041902,"2024-09-25 21:37:16",NULL
3781834,"Images",0.278331,0.001005,0.039321,"2024-09-25 20:30:52",NULL
3789825,"Images",0.277067,0.000891,0.041536,"2024-09-25 22:58:38",NULL
3793845,"Images",0.260376,0.000892,0.052250,"2024-09-26 00:12:55",NULL
3781453,"Images",0.278478,0.000890,0.066807,"2024-09-25 20:23:45",NULL
3791982,"Images",0.258206,0.000889,0.040339,"2024-09-25 23:38:31",NULL
3804241,"Images",0.240993,0.000165,0.025318,"2024-09-26 03:25:53",NULL
3778047,"Images",0.240196,0.000164,0.021735,"2024-09-25 19:20:52",NULL
3791415,"Images",0.259581,0.000876,0.038735,"2024-09-25 23:28:04",NULL
3798108,"Images",0.259712,0.000903,0.043661,"2024-09-26 01:31:46",NULL
3785588,"Images",0.316642,0.000898,0.042490,"2024-09-25 21:40:18",NULL
3785264,"Images",0.346571,0.013072,0.023652,"2024-09-25 21:34:15",NULL
3794382,"Images",0.319157,0.000891,0.038979,"2024-09-26 00:22:51",NULL
3783466,"Images",0.279665,0.001082,0.044897,"2024-09-25 21:01:00",NULL
3797486,"Images",0.260044,0.000936,0.036402,"2024-09-26 01:20:16",NULL
3804909,"Images",0.276661,0.000888,0.039099,"2024-09-26 03:38:20",NULL
3780942,"Images",0.312076,0.000925,0.036292,"2024-09-25 20:14:20",NULL
3787909,"Images",0.278374,0.000885,0.042340,"2024-09-25 22:23:18",NULL
3793949,"Images",0.316589,0.000898,0.040864,"2024-09-26 00:14:51",NULL
3800970,"Images",0.241357,0.000166,0.024302,"2024-09-26 02:24:46",NULL
3787103,"Images",0.284662,0.013010,0.022987,"2024-09-25 22:08:26",NULL
3798750,"Images",0.296674,0.000956,0.042585,"2024-09-26 01:43:40",NULL
3803774,"Images",0.260983,0.000270,0.027334,"2024-09-26 03:17:07",NULL
3793774,"Images",0.316737,0.000894,0.048545,"2024-09-26 00:11:36",NULL
3803590,"Images",0.279227,0.000889,0.076792,"2024-09-26 03:13:39",NULL
3791754,"Images",0.282531,0.000553,0.038347,"2024-09-25 23:34:19",NULL
3797335,"Images",0.258855,0.000953,0.040592,"2024-09-26 01:17:28",NULL
3784587,"Images",0.261065,0.016984,0.029798,"2024-09-25 21:21:47",NULL
3798486,"Images",0.277102,0.000880,0.038969,"2024-09-26 01:38:47",NULL
3792515,"Images",0.258505,0.000166,0.024996,"2024-09-25 23:48:22",NULL
3777663,"Images",0.240735,0.000166,0.089804,"2024-09-25 19:13:49",NULL
3791956,"Images",0.260149,0.000170,0.072264,"2024-09-25 23:38:01",NULL
3790124,"Images",0.277281,0.000910,0.040876,"2024-09-25 23:04:10",NULL
3783660,"Images",0.307200,0.000898,0.030757,"2024-09-25 21:04:34",NULL
3790336,"Images",0.278396,0.000887,0.041341,"2024-09-25 23:08:07",NULL
3805926,"Images",0.276640,0.000177,0.020436,"2024-09-26 03:57:20",NULL
3800633,"Images",0.277952,0.000892,0.040225,"2024-09-26 02:18:29",NULL
3787147,"Images",0.305625,0.000947,0.035190,"2024-09-25 22:09:15",NULL
3788257,"Images",0.301867,0.000888,0.032867,"2024-09-25 22:29:45",NULL
3777680,"Images",0.284628,0.000589,0.038325,"2024-09-25 19:14:08",NULL
3777701,"Images",0.299015,0.000896,0.040688,"2024-09-25 19:14:31",NULL
3779227,"Images",0.296986,0.000903,0.040246,"2024-09-25 19:42:38",NULL
3789154,"Images",0.296928,0.000877,0.041318,"2024-09-25 22:46:15",NULL
3798776,"Images",0.279008,0.000897,0.043442,"2024-09-26 01:44:10",NULL
3791204,"Images",0.303641,0.000876,0.024220,"2024-09-25 23:24:10",NULL
3798224,"Images",0.276977,0.000883,0.046010,"2024-09-26 01:33:54",NULL
3775448,"Images",0.297135,0.001002,0.042283,"2024-09-25 18:32:53",NULL
3790350,"Images",0.260859,0.016972,0.044043,"2024-09-25 23:08:23",NULL
3799484,"Images",0.261725,0.000144,0.027647,"2024-09-26 01:57:13",NULL
3804422,"Images",0.261607,0.000878,0.038060,"2024-09-26 03:29:13",NULL
3785240,"Images",0.279145,0.000166,0.023775,"2024-09-25 21:33:48",NULL
3791429,"Images",0.277662,0.000885,0.039767,"2024-09-25 23:28:19",NULL
3794136,"Images",0.297217,0.000903,0.038354,"2024-09-26 00:18:20",NULL
3801994,"Images",0.320161,0.000887,0.036529,"2024-09-26 02:43:51",NULL
3784873,"Images",0.278619,0.000887,0.042918,"2024-09-25 21:27:03",NULL
3777239,"Images",0.299425,0.000965,0.121897,"2024-09-25 19:06:00",NULL
3787126,"Images",0.278665,0.000552,0.039328,"2024-09-25 22:08:52",NULL
3777563,"Images",0.240191,0.000165,0.024017,"2024-09-25 19:12:00",NULL
3799253,"Images",0.260282,0.000765,0.040463,"2024-09-26 01:52:59",NULL
3777519,"Images",0.278674,0.000891,0.040740,"2024-09-25 19:11:11",NULL
3777131,"Images",0.284641,0.000551,0.033777,"2024-09-25 19:04:00",NULL
3775602,"Images",0.336558,0.000886,0.049086,"2024-09-25 18:35:43",NULL
3775266,"Images",0.397188,0.000892,0.043030,"2024-09-25 18:29:30",NULL
3800240,"Images",0.336776,0.000764,0.041915,"2024-09-26 02:11:08",NULL
3794936,"Images",0.260848,0.000172,0.024207,"2024-09-26 00:33:04",NULL
3796622,"Images",0.259589,0.000887,0.041363,"2024-09-26 01:04:13",NULL
3782740,"Images",0.285005,0.000910,0.030117,"2024-09-25 20:47:34",NULL
3782708,"Images",0.297428,0.000915,0.039403,"2024-09-25 20:46:58",NULL
3789539,"Images",0.261644,0.000549,0.035373,"2024-09-25 22:53:23",NULL
3793883,"Images",0.239788,0.000878,0.040811,"2024-09-26 00:13:38",NULL
3803752,"Images",0.279522,0.000893,0.045751,"2024-09-26 03:16:41",NULL
3791484,"Images",0.400621,0.000883,0.037883,"2024-09-25 23:29:21",NULL
3780821,"Images",0.277740,0.000901,0.057762,"2024-09-25 20:12:06",NULL
3788373,"Images",0.259300,0.000907,0.040161,"2024-09-25 22:31:53",NULL
3783592,"Images",0.296869,0.000900,0.039552,"2024-09-25 21:03:18",NULL
3786786,"Images",0.283694,0.000888,0.034571,"2024-09-25 22:02:32",NULL
3800634,"Images",0.240232,0.000900,0.039279,"2024-09-26 02:18:30",NULL
3799275,"Images",0.276387,0.000761,0.042333,"2024-09-26 01:53:23",NULL
3784264,"Images",0.360325,0.000890,0.040394,"2024-09-25 21:15:47",NULL
3779231,"Images",0.301639,0.000174,0.024239,"2024-09-25 19:42:44",NULL
3800632,"Images",0.279376,0.000910,0.039438,"2024-09-26 02:18:27",NULL
3802934,"Images",0.294097,0.000881,0.025590,"2024-09-26 03:01:25",NULL
3776402,"Images",0.292535,0.000880,0.060954,"2024-09-25 18:50:30",NULL
3788416,"Images",0.279098,0.000896,0.042921,"2024-09-25 22:32:41",NULL
3786295,"Images",0.249936,0.008637,0.023282,"2024-09-25 21:53:28",NULL
3790440,"Images",0.299650,0.000902,0.069890,"2024-09-25 23:10:02",NULL
3794617,"Images",0.278879,0.000165,0.022095,"2024-09-26 00:27:12",NULL
3787640,"Images",0.277600,0.000890,0.039787,"2024-09-25 22:18:21",NULL
3804298,"Images",0.259478,0.000879,0.040012,"2024-09-26 03:26:56",NULL
3782902,"Images",0.262200,0.000164,0.032270,"2024-09-25 20:50:35",NULL
3778291,"Images",0.324394,0.012971,0.025291,"2024-09-25 19:25:22",NULL
3797652,"Images",0.279717,0.000898,0.042408,"2024-09-26 01:23:21",NULL
