"idobservation","nomedevice","tempo1","tempo2","tempo3","tempo4","tempo5","timestamp_column"
885457,"images",0.964499,1.503635,0.000032,0.245750,4.234830,"2024-09-26 02:32:45"
883017,"images",0.784030,1.362515,0.000028,0.244745,3.681257,"2024-09-26 02:00:09"
891482,"images",0.799332,1.205594,0.000028,0.249646,3.510423,"2024-09-26 03:59:32"
888623,"images",0.855362,1.410775,0.000032,0.244637,4.093292,"2024-09-26 03:17:58"
852476,"images",0.984564,1.331205,0.000032,0.246582,3.174107,"2024-09-25 18:50:03"
887749,"images",0.994712,0.889229,0.000032,0.244223,3.081888,"2024-09-26 03:07:34"
874998,"images",0.945892,0.886879,0.000031,0.247927,4.304460,"2024-09-26 00:06:43"
891627,"images",0.980948,1.423648,0.000030,0.243061,3.847060,"2024-09-26 04:01:28"
859792,"images",0.971587,1.453518,0.000033,0.250528,3.210137,"2024-09-25 20:32:08"
881528,"images",0.979952,1.440123,0.000033,0.247493,2.401100,"2024-09-26 01:37:28"
870011,"images",0.955949,0.902137,0.000032,0.251695,4.177031,"2024-09-25 22:55:11"
872191,"images",0.973022,1.331061,0.000031,0.244218,3.553592,"2024-09-25 23:27:56"
889507,"images",0.963953,1.226578,0.000031,0.248121,2.493969,"2024-09-26 03:29:25"
891568,"images",0.693557,0.886290,0.000027,0.245110,2.392389,"2024-09-26 04:00:50"
859025,"images",1.002021,1.410230,0.000040,0.243750,3.760586,"2024-09-25 20:20:47"
880615,"images",0.946026,1.666532,0.000035,0.250413,4.304826,"2024-09-26 01:26:05"
887353,"images",0.983037,1.336700,0.000032,0.252137,4.252657,"2024-09-26 03:01:33"
875361,"images",0.967348,1.035021,0.000032,0.257067,4.315027,"2024-09-26 00:11:51"
866713,"images",0.943231,1.705475,0.000033,0.244717,4.129848,"2024-09-25 22:09:47"
878517,"images",0.927572,0.952707,0.000033,0.245117,4.112009,"2024-09-26 00:55:29"
882774,"images",0.960184,1.560599,0.000032,0.243646,3.780005,"2024-09-26 01:56:29"
891658,"images",0.791084,1.298063,0.000052,0.243673,3.753189,"2024-09-26 04:02:01"
875525,"images",0.994705,1.431643,0.000066,0.247089,3.517149,"2024-09-26 00:14:30"
862990,"images",0.954578,1.206350,0.000031,0.247848,4.282389,"2024-09-25 21:17:11"
870779,"images",0.990308,1.356548,0.000030,0.243675,4.343722,"2024-09-25 23:06:54"
859556,"images",0.996997,0.878054,0.000034,0.243886,3.947945,"2024-09-25 20:28:18"
882023,"images",0.980425,1.446174,0.000050,0.242994,4.345914,"2024-09-26 01:44:58"
864651,"images",0.956464,1.482612,0.000030,0.248999,2.311256,"2024-09-25 21:42:26"
853243,"images",0.983297,1.369524,0.000037,0.247874,2.429713,"2024-09-25 18:59:37"
876423,"images",0.949985,1.347153,0.000032,0.246222,3.369834,"2024-09-26 00:27:25"
856493,"images",0.970228,1.470382,0.000031,0.247242,4.036191,"2024-09-25 19:47:03"
862250,"images",0.947404,1.350238,0.000031,0.248458,2.518770,"2024-09-25 21:05:58"
858173,"images",0.947072,1.384859,0.000031,0.244234,4.257257,"2024-09-25 20:07:38"
871243,"images",0.980790,1.278485,0.000030,0.274834,3.964004,"2024-09-25 23:13:25"
860415,"images",0.987652,1.503993,0.000030,0.258133,4.276640,"2024-09-25 20:41:31"
857703,"images",0.990321,1.290091,0.000054,0.248770,4.454648,"2024-09-25 20:00:53"
870675,"images",0.950430,1.240248,0.000031,0.241920,3.344196,"2024-09-25 23:05:26"
864808,"images",0.929160,0.882169,0.000031,0.245025,4.217705,"2024-09-25 21:43:43"
890979,"images",0.787968,1.452705,0.000030,0.242813,3.218392,"2024-09-26 03:51:54"
855879,"images",0.968397,0.882368,0.000032,0.244061,4.232561,"2024-09-25 19:37:26"
852821,"images",0.972756,1.295123,0.000031,0.247788,4.441652,"2024-09-25 18:55:01"
885409,"images",0.948142,0.893748,0.000033,0.249514,3.517319,"2024-09-26 02:31:58"
888539,"images",0.756923,1.320586,0.000035,0.243158,2.999944,"2024-09-26 03:17:29"
878158,"images",0.950178,1.264949,0.000033,0.245175,2.296674,"2024-09-26 00:49:30"
866348,"images",0.995941,1.951155,0.000031,0.254861,2.496144,"2024-09-25 22:04:16"
890857,"images",0.790375,1.542782,0.000032,0.243523,3.709504,"2024-09-26 03:49:45"
859448,"images",0.991854,1.447638,0.000032,0.250545,2.666665,"2024-09-25 20:27:30"
864600,"images",0.975270,1.315164,0.000032,0.243465,3.215712,"2024-09-25 21:41:37"
871627,"images",0.994590,1.749626,0.000033,0.253721,4.314612,"2024-09-25 23:19:30"
869999,"images",0.921306,0.880257,0.000030,0.247034,3.685672,"2024-09-25 22:55:16"
883200,"images",3.341924,0.794037,0.000037,0.245404,4.394453,"2024-09-26 02:02:48"
860355,"images",0.765080,1.646493,0.000028,0.245752,3.114784,"2024-09-25 20:40:26"
881866,"images",1.007582,1.216229,0.000034,0.250836,2.824987,"2024-09-26 01:42:18"
891988,"images",0.957562,0.776258,0.000040,0.243189,3.054640,"2024-09-26 04:07:09"
855118,"images",0.931557,1.350416,0.000033,0.248199,2.827055,"2024-09-25 19:26:04"
871337,"images",1.048106,2.071568,0.000031,0.244116,4.074508,"2024-09-25 23:14:49"
859186,"images",0.992283,1.445429,0.000031,0.246343,4.282242,"2024-09-25 20:23:32"
870686,"images",0.923993,1.378735,0.000033,0.248274,4.205578,"2024-09-25 23:05:49"
861012,"images",0.946898,1.452824,0.000032,0.248617,4.156747,"2024-09-25 20:48:12"
865385,"images",1.526489,1.489426,0.000033,0.278962,3.841840,"2024-09-25 21:50:25"
858682,"images",0.922081,1.790575,0.000030,0.253941,4.233073,"2024-09-25 20:15:55"
872065,"images",0.960791,1.332922,0.000030,0.255002,2.551875,"2024-09-25 23:25:53"
882098,"images",1.017196,1.256482,0.000032,0.241755,3.816384,"2024-09-26 01:46:33"
869372,"images",0.985207,1.450421,0.000033,0.253413,4.191661,"2024-09-25 22:45:49"
857035,"images",1.020246,1.354682,0.000032,0.242023,2.425692,"2024-09-25 19:52:58"
856013,"images",0.987237,0.908398,0.000030,0.249381,3.035302,"2024-09-25 19:39:32"
855288,"images",0.967126,1.414895,0.000034,0.248051,3.197387,"2024-09-25 19:28:47"
862636,"images",0.990619,0.888474,0.000032,0.283489,2.322962,"2024-09-25 21:11:23"
851633,"images",0.940666,0.916425,0.000032,0.247398,3.223636,"2024-09-25 18:36:57"
875022,"images",0.968462,0.811308,0.000030,0.244896,2.671643,"2024-09-26 00:06:39"
882047,"images",0.988614,1.662969,0.000033,0.252646,4.428854,"2024-09-26 01:45:53"
890500,"images",0.804450,1.399562,0.000027,0.240159,3.806484,"2024-09-26 03:44:41"
885112,"images",1.539724,1.398677,0.000031,0.247916,2.258657,"2024-09-26 02:27:27"
855897,"images",0.916656,1.535769,0.000030,0.276106,4.152476,"2024-09-25 19:37:58"
878455,"images",0.913791,1.232119,0.000033,0.245569,2.565920,"2024-09-26 00:54:11"
860385,"images",0.930612,0.892365,0.000034,0.250800,4.187320,"2024-09-25 20:40:50"
862353,"images",0.991880,1.477317,0.000032,0.245193,3.131291,"2024-09-25 21:07:08"
880183,"images",0.924291,0.886955,0.000034,0.245372,2.795109,"2024-09-26 01:20:51"
883107,"images",1.017212,1.692597,0.000030,0.247857,2.489908,"2024-09-26 02:01:30"
881967,"images",0.983741,0.884529,0.000031,0.241881,4.293660,"2024-09-26 01:43:58"
883027,"images",1.017107,1.332950,0.000032,0.252983,2.753780,"2024-09-26 02:00:27"
889633,"images",0.958793,1.325787,0.000031,0.248074,3.686918,"2024-09-26 03:31:42"
892483,"images",0.939822,1.212829,0.000032,0.253752,2.706212,"2024-09-26 04:12:16"
872053,"images",0.949843,1.207120,0.000030,0.246613,3.434099,"2024-09-25 23:25:23"
891762,"images",0.804963,1.575479,0.000030,0.243769,2.887870,"2024-09-26 04:03:25"
861797,"images",0.898824,1.619185,0.000031,0.247045,2.910180,"2024-09-25 20:59:32"
853952,"images",0.943969,1.372004,0.000029,0.255140,3.274330,"2024-09-25 19:07:57"
889501,"images",0.993704,1.994779,0.000031,0.242715,2.427710,"2024-09-26 03:30:36"
890375,"images",0.947931,1.482335,0.000030,0.255987,2.276130,"2024-09-26 03:42:45"
859154,"images",1.103649,2.000264,0.000050,0.257119,3.650193,"2024-09-25 20:22:23"
859044,"images",0.992957,0.949392,0.000032,0.242793,4.231089,"2024-09-25 20:21:23"
875962,"images",0.927554,0.903705,0.000031,0.247148,4.343395,"2024-09-26 00:20:13"
856437,"images",0.948838,1.307557,0.000058,0.253105,4.310947,"2024-09-25 19:45:34"
870354,"images",0.889291,1.445960,0.000028,0.253567,4.114612,"2024-09-25 22:59:51"
880312,"images",0.959679,1.315573,0.000049,0.245543,3.207628,"2024-09-26 01:21:59"
881393,"images",0.985366,1.567201,0.000031,0.251544,2.751795,"2024-09-26 01:35:25"
881896,"images",1.530955,1.435099,0.000033,0.253741,3.726532,"2024-09-26 01:43:28"
880045,"images",0.994310,1.340731,0.000032,0.250252,3.464500,"2024-09-26 01:18:13"
863814,"images",0.940517,1.352356,0.000032,0.256175,4.575187,"2024-09-25 21:29:23"
883236,"images",1.497041,1.354661,0.000031,0.253629,2.788691,"2024-09-26 02:04:10"
874811,"images",0.970861,1.346557,0.000031,0.270150,3.213257,"2024-09-26 00:03:14"
885090,"images",0.955649,1.199910,0.000032,0.242285,3.694039,"2024-09-26 02:27:51"
882423,"images",0.982514,0.895686,0.000042,0.242995,4.250094,"2024-09-26 01:51:13"
876598,"images",0.944367,1.567908,0.000034,0.245485,3.672169,"2024-09-26 00:29:59"
880342,"images",0.997110,1.822791,0.000032,0.255083,3.098816,"2024-09-26 01:22:31"
857826,"images",1.022241,1.336562,0.000030,0.242883,2.242649,"2024-09-25 20:02:57"
859392,"images",0.998204,1.355299,0.000032,0.252298,3.020258,"2024-09-25 20:26:36"
861781,"images",0.962796,1.460448,0.000035,0.250730,3.357635,"2024-09-25 20:58:51"
889252,"images",0.963257,0.888158,0.000031,0.255201,4.431635,"2024-09-26 03:25:52"
883812,"images",0.986617,1.260597,0.000032,0.247921,4.311146,"2024-09-26 02:11:41"
864675,"images",0.961540,1.353704,0.000031,0.353396,2.594369,"2024-09-25 21:42:42"
858564,"images",1.000008,1.760306,0.000031,0.271100,3.124699,"2024-09-25 20:13:45"
867281,"images",0.761291,0.909258,0.000028,0.244558,3.298949,"2024-09-25 22:18:27"
852856,"images",0.972361,1.348895,0.000032,0.246835,4.159158,"2024-09-25 18:55:48"
885667,"images",0.973155,0.875123,0.000044,0.329864,2.515882,"2024-09-26 02:36:04"
875593,"images",0.952512,0.883337,0.000032,0.244972,2.399360,"2024-09-26 00:14:56"
871254,"images",0.956790,1.313481,0.000033,0.248916,4.208684,"2024-09-25 23:13:52"
875153,"images",0.970964,1.901088,0.000030,0.244547,3.442184,"2024-09-26 00:08:22"
856231,"images",0.981816,1.333944,0.000031,0.257170,2.322673,"2024-09-25 19:42:34"
880002,"images",0.964278,1.226058,0.000031,0.251847,3.467197,"2024-09-26 01:17:13"
888001,"images",0.971944,1.338255,0.000031,0.249576,2.488389,"2024-09-26 03:11:23"
870056,"images",0.919079,0.894242,0.000031,0.256599,4.062764,"2024-09-25 22:55:30"
868006,"images",0.962196,1.335557,0.000030,0.246543,4.205919,"2024-09-25 22:28:47"
870206,"images",0.972254,1.567961,0.000032,0.250923,4.304479,"2024-09-25 22:58:18"
886306,"images",1.017196,1.980783,0.000032,0.245180,4.212688,"2024-09-26 02:46:01"
887297,"images",0.725173,0.883959,0.000028,0.247464,3.230831,"2024-09-26 03:01:20"
865891,"images",0.973308,1.353817,0.000038,0.248984,4.260293,"2024-09-25 21:58:04"
861336,"images",0.964161,1.450275,0.000041,0.381450,4.586573,"2024-09-25 20:52:25"
852297,"images",0.993459,1.535931,0.000029,0.247470,2.482274,"2024-09-25 18:47:34"
854642,"images",0.958601,1.370352,0.000029,0.248869,4.170242,"2024-09-25 19:18:59"
881606,"images",0.978382,0.887269,0.000035,0.243572,4.270824,"2024-09-26 01:38:34"
880817,"images",0.993198,1.334864,0.000031,0.246061,4.232467,"2024-09-26 01:27:32"
862087,"images",0.956219,1.330760,0.000031,0.247438,4.256543,"2024-09-25 21:03:24"
863860,"images",0.953903,1.321196,0.000031,0.248523,3.924278,"2024-09-25 21:30:12"
868153,"images",0.954494,1.525783,0.000031,0.248244,4.197577,"2024-09-25 22:31:07"
866578,"images",1.540033,1.323036,0.000031,0.251449,4.318312,"2024-09-25 22:07:23"
860087,"images",0.977301,1.574517,0.000031,0.241728,3.199029,"2024-09-25 20:36:27"
891059,"images",0.898154,0.871856,0.000030,0.241219,2.675098,"2024-09-26 03:52:53"
880658,"images",0.966967,1.353953,0.000034,0.246775,4.253950,"2024-09-26 01:26:16"
853158,"images",0.971820,1.571323,0.000034,0.247442,4.305745,"2024-09-25 18:58:42"
890266,"images",0.988208,1.337606,0.000032,0.245955,3.848761,"2024-09-26 03:41:14"
853787,"images",0.995326,1.359783,0.000033,0.249553,3.698914,"2024-09-25 19:05:50"
890892,"images",0.809516,1.315314,0.000053,0.245011,2.394294,"2024-09-26 03:50:51"
858509,"images",0.752992,1.434126,0.000027,0.243964,3.107039,"2024-09-25 20:12:42"
859746,"images",0.746274,1.227429,0.000028,0.245141,2.364570,"2024-09-25 20:31:53"
879402,"images",0.976283,1.475479,0.000033,0.249678,4.263686,"2024-09-26 01:08:23"
863417,"images",0.973265,1.389258,0.000033,0.244219,4.756660,"2024-09-25 21:23:44"
857105,"images",0.966465,1.367865,0.000031,0.242202,3.981607,"2024-09-25 19:53:13"
876317,"images",0.978043,1.285131,0.000030,0.248630,3.639788,"2024-09-26 00:25:53"
878511,"images",0.950530,1.291822,0.000031,0.245331,2.472667,"2024-09-26 00:55:15"
887224,"images",0.920965,1.704717,0.000032,0.250396,4.193431,"2024-09-26 02:59:22"
858608,"images",1.028959,1.246214,0.000031,0.255066,2.356688,"2024-09-25 20:14:33"
884302,"images",0.980212,1.203403,0.000033,0.272592,3.520685,"2024-09-26 02:19:18"
855793,"images",0.971221,1.332142,0.000031,0.251576,2.911531,"2024-09-25 19:36:32"
884128,"images",0.990560,1.299183,0.000033,0.248408,2.730904,"2024-09-26 02:17:09"
879465,"images",0.938032,1.285968,0.000031,0.245759,2.512956,"2024-09-26 01:09:46"
864032,"images",0.973242,1.231680,0.000032,0.247534,3.394540,"2024-09-25 21:32:25"
892158,"images",0.998409,1.216398,0.000033,0.247502,3.838178,"2024-09-26 04:09:00"
851833,"images",0.991433,1.440644,0.000034,0.261343,2.417533,"2024-09-25 18:40:02"
873266,"images",0.899771,0.890891,0.000032,0.251890,3.797878,"2024-09-25 23:40:39"
853834,"images",0.953781,1.278115,0.000032,0.241662,3.971268,"2024-09-25 19:07:10"
890548,"images",1.017928,1.913318,0.000053,0.249919,3.148751,"2024-09-26 03:46:36"
867297,"images",0.970981,1.793485,0.000031,0.245904,3.894623,"2024-09-25 22:18:45"
864523,"images",0.997241,1.461756,0.000032,0.355193,3.530008,"2024-09-25 21:40:11"
866505,"images",0.955592,1.361986,0.000032,0.248508,4.313387,"2024-09-25 22:06:16"
868659,"images",0.974626,1.359572,0.000085,0.246555,3.587862,"2024-09-25 22:39:00"
857503,"images",0.948881,1.200488,0.000030,0.245951,2.361091,"2024-09-25 19:57:26"
888700,"images",0.973970,1.503705,0.000033,0.257366,2.671267,"2024-09-26 03:18:38"
875657,"images",0.946817,1.392823,0.000032,0.244979,4.597356,"2024-09-26 00:15:33"
850577,"images",0.949340,1.664349,0.000030,0.259747,4.296967,"2024-09-25 18:21:26"
890090,"images",0.944752,0.891676,0.000034,0.241937,2.611718,"2024-09-26 03:39:10"
891652,"images",0.791181,1.243629,0.000029,0.248149,3.601419,"2024-09-26 04:01:50"
868625,"images",0.941520,0.895423,0.000033,0.250395,3.566516,"2024-09-25 22:37:59"
869415,"images",0.953461,1.233773,0.000033,0.248527,4.326078,"2024-09-25 22:46:15"
889585,"images",0.965854,1.384714,0.000031,0.244715,4.337361,"2024-09-26 03:31:24"
859708,"images",1.462426,1.450147,0.000032,0.246823,4.371264,"2024-09-25 20:30:52"
851557,"images",0.959082,1.221917,0.000032,0.250001,3.659901,"2024-09-25 18:36:30"
883821,"images",0.977976,1.005659,0.000031,0.245381,4.242643,"2024-09-26 02:11:59"
891077,"images",0.952571,1.531707,0.000030,0.258943,2.399930,"2024-09-26 03:53:29"
871887,"images",0.992612,1.543323,0.000039,0.252625,4.278420,"2024-09-25 23:23:41"
891260,"images",0.907328,2.075541,0.000029,0.248557,2.674061,"2024-09-26 03:55:52"
867042,"images",0.716134,1.245903,0.000028,0.244111,3.393466,"2024-09-25 22:14:47"
869581,"images",0.973343,1.358357,0.000033,0.251019,3.944943,"2024-09-25 22:49:06"
869302,"images",0.995204,1.245962,0.000032,0.249208,2.316247,"2024-09-25 22:44:41"
873059,"images",0.972721,1.396567,0.000031,0.245411,4.644608,"2024-09-25 23:37:39"
852097,"images",1.026551,1.994482,0.000035,0.243367,4.363355,"2024-09-25 18:44:31"
863404,"images",0.942309,1.280760,0.000031,0.248525,4.211336,"2024-09-25 21:23:04"
868346,"images",0.933027,0.872898,0.000031,0.247409,3.446160,"2024-09-25 22:34:21"
887467,"images",1.527207,1.353853,0.000033,0.243152,4.318624,"2024-09-26 03:03:23"
889118,"images",0.973175,1.235799,0.000032,0.246807,4.438917,"2024-09-26 03:23:28"
882683,"images",0.972191,1.481136,0.000031,0.245629,3.668866,"2024-09-26 01:54:59"
860872,"images",0.974140,1.603854,0.000031,0.247367,2.958153,"2024-09-25 20:47:02"
850886,"images",0.992300,1.678935,0.000029,0.249321,4.222158,"2024-09-25 18:26:34"
878291,"images",0.975911,1.647052,0.000031,0.248682,2.448698,"2024-09-26 00:51:56"
875282,"images",0.972609,1.361690,0.000031,0.247469,2.600253,"2024-09-26 00:10:49"
878222,"images",0.959155,1.336579,0.000031,0.244628,4.287932,"2024-09-26 00:51:12"
851356,"images",1.009767,1.342369,0.000032,0.251638,4.316518,"2024-09-25 18:33:03"
887030,"images",0.944378,1.368348,0.000031,0.245686,4.217856,"2024-09-26 02:56:43"
860306,"images",0.971940,1.381778,0.000033,0.247128,4.404765,"2024-09-25 20:39:37"
871387,"images",0.963596,1.469953,0.000031,0.247683,4.275436,"2024-09-25 23:16:00"
872315,"images",0.978515,1.436771,0.000032,0.249877,3.007777,"2024-09-25 23:29:52"
866396,"images",0.998036,1.693947,0.000030,0.247789,3.966204,"2024-09-25 22:05:14"
864048,"images",0.955960,0.886413,0.000032,0.250238,3.013343,"2024-09-25 21:32:51"
891094,"images",0.945760,1.204054,0.000032,0.254342,2.653279,"2024-09-26 03:54:03"
888051,"images",0.976715,1.393582,0.000032,0.277201,3.220517,"2024-09-26 03:12:05"
877998,"images",0.989305,1.458608,0.000041,0.250187,3.230738,"2024-09-26 00:48:02"
862211,"images",0.994944,1.355493,0.000037,0.247377,4.342814,"2024-09-25 21:04:52"
874638,"images",1.442301,0.896829,0.000030,0.244717,2.558212,"2024-09-26 00:00:56"
867097,"images",0.987753,1.459860,0.000032,0.251004,4.227010,"2024-09-25 22:15:59"
881618,"images",0.954384,1.350393,0.000033,0.246003,3.078847,"2024-09-26 01:38:59"
877635,"images",0.923814,1.179669,0.000031,0.247660,4.293428,"2024-09-26 00:42:48"
883467,"images",0.988207,1.897729,0.000031,0.245378,4.214970,"2024-09-26 02:06:31"
855041,"images",1.002883,1.446262,0.000031,0.253088,3.180738,"2024-09-25 19:25:38"
851770,"images",0.990940,1.593814,0.000032,0.260652,5.464384,"2024-09-25 18:39:39"
871098,"images",0.977280,1.382369,0.000031,0.247006,4.312346,"2024-09-25 23:12:08"
862837,"images",0.766002,1.343052,0.000029,0.250694,2.992529,"2024-09-25 21:14:35"
874566,"images",0.920158,1.006611,0.000031,0.246508,3.862820,"2024-09-26 00:00:01"
858675,"images",0.973221,1.246002,0.000031,0.252042,4.281543,"2024-09-25 20:15:34"
866688,"images",0.938702,1.184982,0.000031,0.246706,4.296663,"2024-09-25 22:09:02"
887514,"images",0.982729,1.341127,0.000030,0.239501,4.046637,"2024-09-26 03:03:17"
868031,"images",0.969426,1.963608,0.000032,0.248354,4.153594,"2024-09-25 22:29:29"
878617,"images",0.986613,1.339898,0.000032,0.251945,4.299872,"2024-09-26 00:57:02"
855077,"images",0.943848,1.005808,0.000031,0.258399,4.245260,"2024-09-25 19:25:33"
881191,"images",0.996468,1.472345,0.000035,0.243697,3.996267,"2024-09-26 01:32:44"
874937,"images",0.970974,1.358853,0.000031,0.249150,2.503161,"2024-09-26 00:05:30"
888767,"images",0.803545,1.342842,0.000030,0.248053,2.769184,"2024-09-26 03:18:55"
883753,"images",0.968809,1.713893,0.000031,0.244563,3.172712,"2024-09-26 02:10:47"
877870,"images",0.964161,1.212863,0.000032,0.242270,2.466898,"2024-09-26 00:45:50"
874186,"images",0.941363,1.358158,0.000032,0.246747,3.858350,"2024-09-25 23:53:55"
891542,"images",1.007965,1.345029,0.000031,0.245973,3.905528,"2024-09-26 04:00:57"
